연번,토지소재지,지번,지목,대장면적(㎡),편입면적(㎡),용도지역,비고
1223,서울특별시 용산구 청파동1가,1-28,대,115.76,115.76,,
1224,서울특별시 용산구 청파동1가,1-38,대,181.84,181.84,,
1225,서울특별시 용산구 청파동1가,1-29,대,238.01,238.01,,
1226,서울특별시 용산구 청파동1가,1-98,대,676.33,676.33,,
1227,서울특별시 용산구 청파동1가,1-107,대,198.3,198.3,,
1228,서울특별시 용산구 청파동1가,1-21,대,69.42,69.42,,
1229,서울특별시 용산구 청파동1가,1-68,대,445.39,445.39,,
1230,서울특별시 용산구 청파동1가,1-30,대,200,200,,
1231,서울특별시 용산구 청파동1가,1-39,대,129.9,129.9,,
1232,서울특별시 용산구 청파동1가,1-63,대,381.45,381.45,,
1233,서울특별시 용산구 청파동1가,1-57,대,430.56,430.56,,
1234,서울특별시 용산구 청파동1가,1-155,대,223.8,223.8,,
1235,서울특별시 용산구 청파동1가,1-78,대,183.7,183.7,,
1236,서울특별시 용산구 청파동1가,1-168,대,102.48,102.48,,
1237,서울특별시 용산구 청파동1가,1-176,대,133.92,133.92,,
1238,서울특별시 용산구 청파동1가,1-189,도,80.3,80.3,,
1239,서울특별시 용산구 청파동1가,1-14,대,241.29,241.29,,
1240,서울특별시 용산구 청파동1가,1-58,대,531.96,531.96,,
1241,서울특별시 용산구 청파동1가,1-40,대,360.6,360.6,,
1242,서울특별시 용산구 청파동1가,1-22,대,413.6,413.6,,
1243,서울특별시 용산구 청파동1가,1-89,대,330.6,330.6,,
1244,서울특별시 용산구 청파동1가,1-8,대,210.65,210.65,,
1245,서울특별시 용산구 청파동1가,1-109,대,89.48,89.48,,
1246,서울특별시 용산구 청파동1가,1-71,대,82.6,82.6,,
1247,서울특별시 용산구 청파동1가,1-160,대,119,119,,
1248,서울특별시 용산구 청파동1가,1-70,대,165.28,165.28,,
1249,서울특별시 용산구 청파동1가,1-205,대,231.3,231.3,,
1250,서울특별시 용산구 청파동1가,1-111,도,5.58,5.58,,
1251,서울특별시 용산구 청파동1가,1-192,대,22.1,22.1,,
1252,서울특별시 용산구 청파동1가,1-95,대,831.27,831.27,,
1253,서울특별시 용산구 청파동1가,1-5,대,540.36,540.36,,
1254,서울특별시 용산구 청파동1가,1-116,대,2.01,2.01,,
1255,서울특별시 용산구 청파동1가,1-74,도,94.5,39.61,,
1256,서울특별시 용산구 청파동1가,1-170,대,340.91,340.91,,
1257,서울특별시 용산구 청파동1가,1-55,대,732.18,732.18,,
1258,서울특별시 용산구 청파동1가,1-77,대,138.93,138.93,,
1259,서울특별시 용산구 청파동1가,1-121,대,205.48,205.48,,
1260,서울특별시 용산구 청파동1가,1-69,대,466.4,466.4,,
1261,서울특별시 용산구 청파동1가,1-188,도,42,42,,
1262,서울특별시 용산구 청파동1가,1-51,대,211.6,211.6,,
1263,서울특별시 용산구 청파동1가,1-64,대,148.9,148.9,,
1264,서울특별시 용산구 청파동1가,1-177,대,46.3,46.3,,
1265,서울특별시 용산구 청파동1가,1-110,대,114.68,114.68,,
1266,서울특별시 용산구 청파동1가,1-80,대,234.7,234.7,,
1267,서울특별시 용산구 청파동1가,1-204,대,1.4,1.4,,
1268,서울특별시 용산구 청파동1가,1-75,도,5471.1,2052.28,,
1269,서울특별시 용산구 청파동1가,1-162,대,204.91,204.91,,
